2177	0	30	9.008219178082191	17.013698630136986
2181	0	1	9.008219178082191	16.01095890410959
1529	0	5	1.0027397260273974	9.008219178082191
194	0	45	10.008219178082191	19.013698630136986
2250	0	26	12.008219178082191	19.013698630136986
2411	0	22	21.016438356164382	28.019178082191782
1575	0	1	10.008219178082191	17.013698630136986
2277	0	22	11.008219178082191	18.013698630136986
986	0	30	3.0027397260273974	10.008219178082191
2501	0	9	12.008219178082191	20.013698630136986
411	0	26	21.016438356164382	30.02191780821918
1465	0	5	22.016438356164382	30.02191780821918
2067	0	9	10.008219178082191	18.013698630136986
686	0	17	22.016438356164382	30.02191780821918
464	0	45	19.013698630136986	26.019178082191782
1782	0	45	18.013698630136986	26.019178082191782
2301	0	5	23.016438356164382	31.02191780821918
566	0	9	3.0027397260273974	10.008219178082191
2041	0	5	5.005479452054795	12.008219178082191
969	0	13	3.0027397260273974	11.008219178082191
1287	0	26	16.01095890410959	24.016438356164382
899	0	17	1.0027397260273974	10.008219178082191
63	0	26	20.013698630136986	27.019178082191782
1367	0	30	8.005479452054795	15.01095890410959
2027	0	45	19.013698630136986	26.019178082191782
1882	0	1	18.013698630136986	26.019178082191782
597	0	13	10.008219178082191	18.013698630136986
1629	0	26	1.0027397260273974	9.008219178082191
990	0	45	18.013698630136986	26.019178082191782
1686	0	17	4.002739726027397	11.008219178082191
510	0	26	23.016438356164382	30.02191780821918
844	0	5	21.016438356164382	30.02191780821918
2060	0	30	5.005479452054795	13.01095890410959
883	0	45	1.0027397260273974	8.005479452054795
1752	0	45	22.016438356164382	29.02191780821918
654	0	26	7.005479452054795	14.01095890410959
327	0	45	4.002739726027397	12.008219178082191
2446	0	30	14.01095890410959	23.016438356164382
377	0	5	7.005479452054795	16.01095890410959
2399	0	17	7.005479452054795	15.01095890410959
1764	0	13	9.008219178082191	17.013698630136986
326	0	22	13.01095890410959	21.016438356164382
1193	0	1	8.005479452054795	17.013698630136986
981	0	1	20.013698630136986	28.019178082191782
1583	0	30	19.013698630136986	26.019178082191782
649	0	13	7.005479452054795	15.01095890410959
487	0	1	1.0027397260273974	9.008219178082191
293	0	9	21.016438356164382	28.019178082191782
507	0	45	18.013698630136986	26.019178082191782
955	0	22	22.016438356164382	30.02191780821918
2442	0	26	20.013698630136986	28.019178082191782
1884	0	30	17.013698630136986	24.016438356164382
1446	0	45	10.008219178082191	18.013698630136986
1602	0	1	11.008219178082191	18.013698630136986
1261	0	17	21.016438356164382	30.02191780821918
2159	0	17	11.008219178082191	20.013698630136986
8	0	9	7.005479452054795	14.01095890410959
130	0	1	9.008219178082191	17.013698630136986
1247	0	9	4.002739726027397	11.008219178082191
1977	0	9	9.008219178082191	17.013698630136986
207	0	5	22.016438356164382	30.02191780821918
1214	0	30	3.0027397260273974	10.008219178082191
1401	0	13	0.0	9.008219178082191
2315	0	17	12.008219178082191	21.016438356164382
65	0	9	10.008219178082191	18.013698630136986
1588	0	5	2.0027397260273974	10.008219178082191
939	0	9	21.016438356164382	28.019178082191782
700	0	26	18.013698630136986	26.019178082191782
1242	0	5	3.0027397260273974	12.008219178082191
875	0	30	6.005479452054795	14.01095890410959
2400	0	26	21.016438356164382	28.019178082191782
988	0	22	19.013698630136986	28.019178082191782
1035	0	26	17.013698630136986	24.016438356164382
942	0	9	8.005479452054795	15.01095890410959
1208	0	13	10.008219178082191	19.013698630136986
604	0	17	20.013698630136986	28.019178082191782
1849	0	45	23.016438356164382	31.02191780821918
1167	0	17	0.0	7.005479452054795
1004	0	45	7.005479452054795	14.01095890410959
222	0	45	21.016438356164382	28.019178082191782
1896	0	26	5.005479452054795	12.008219178082191
1658	0	1	22.016438356164382	31.02191780821918
392	0	30	12.008219178082191	20.013698630136986
1589	0	30	6.005479452054795	14.01095890410959
589	0	22	1.0027397260273974	8.005479452054795
468	0	26	14.01095890410959	22.016438356164382
107	0	45	23.016438356164382	32.02191780821918
1796	0	13	1.0027397260273974	10.008219178082191
2001	0	17	11.008219178082191	19.013698630136986
1395	0	30	15.01095890410959	24.016438356164382
209	0	1	12.008219178082191	20.013698630136986
1139	0	5	2.0027397260273974	9.008219178082191
895	0	13	17.013698630136986	25.019178082191782
216	0	5	12.008219178082191	19.013698630136986
1720	0	22	13.01095890410959	21.016438356164382
1300	0	26	7.005479452054795	14.01095890410959
303	0	22	10.008219178082191	18.013698630136986
89	0	30	2.0027397260273974	10.008219178082191
1939	0	17	10.008219178082191	19.013698630136986
2346	0	1	15.01095890410959	22.016438356164382
2316	0	5	0.0	9.008219178082191
176	0	45	0.0	7.005479452054795
1436	0	13	8.005479452054795	16.01095890410959
1013	0	1	4.002739726027397	12.008219178082191
1631	0	45	10.008219178082191	18.013698630136986
728	0	5	23.016438356164382	32.02191780821918
1118	0	30	12.008219178082191	20.013698630136986
1596	0	26	7.005479452054795	15.01095890410959
1282	0	17	3.0027397260273974	12.008219178082191
1145	0	1	17.013698630136986	25.019178082191782
2247	0	45	23.016438356164382	30.02191780821918
429	0	17	3.0027397260273974	10.008219178082191
1601	0	22	2.0027397260273974	11.008219178082191
2511	0	22	18.013698630136986	26.019178082191782
1969	0	30	14.01095890410959	22.016438356164382
1639	0	26	16.01095890410959	24.016438356164382
826	0	17	20.013698630136986	29.02191780821918
1783	0	17	22.016438356164382	31.02191780821918
1595	0	26	16.01095890410959	25.019178082191782
1204	0	5	4.002739726027397	13.01095890410959
1119	0	5	13.01095890410959	21.016438356164382
867	0	30	5.005479452054795	14.01095890410959
1094	0	26	17.013698630136986	25.019178082191782
2136	0	30	15.01095890410959	24.016438356164382
2024	0	22	9.008219178082191	16.01095890410959
1950	0	45	22.016438356164382	29.02191780821918
1620	0	26	23.016438356164382	31.02191780821918
1200	0	22	13.01095890410959	20.013698630136986
1417	0	22	19.013698630136986	27.019178082191782
1733	0	17	21.016438356164382	28.019178082191782
2219	0	26	0.0	8.005479452054795
2206	0	45	5.005479452054795	13.01095890410959
2248	0	22	5.005479452054795	13.01095890410959
1623	0	26	9.008219178082191	17.013698630136986
1150	0	9	11.008219178082191	20.013698630136986
1962	0	22	4.002739726027397	11.008219178082191
1785	0	13	12.008219178082191	20.013698630136986
1743	0	26	11.008219178082191	20.013698630136986
1476	0	17	15.01095890410959	24.016438356164382
1683	0	30	17.013698630136986	25.019178082191782
872	0	30	0.0	8.005479452054795
2327	0	1	0.0	7.005479452054795
64	0	17	14.01095890410959	22.016438356164382
1106	0	13	6.005479452054795	13.01095890410959
117	0	26	12.008219178082191	19.013698630136986
139	0	13	9.008219178082191	17.013698630136986
260	0	30	4.002739726027397	11.008219178082191
497	0	1	21.016438356164382	30.02191780821918
1568	0	1	10.008219178082191	18.013698630136986
1676	0	9	20.013698630136986	27.019178082191782
1077	0	1	9.008219178082191	16.01095890410959
1755	0	26	2.0027397260273974	9.008219178082191
283	0	17	12.008219178082191	21.016438356164382
972	0	17	8.005479452054795	16.01095890410959
1883	0	13	5.005479452054795	14.01095890410959
1843	0	1	7.005479452054795	14.01095890410959
1241	0	13	5.005479452054795	13.01095890410959
808	0	17	23.016438356164382	31.02191780821918
110	0	30	13.01095890410959	21.016438356164382
1205	0	9	19.013698630136986	28.019178082191782
1245	0	45	15.01095890410959	23.016438356164382
1164	0	5	22.016438356164382	29.02191780821918
2304	0	13	10.008219178082191	18.013698630136986
473	0	26	6.005479452054795	14.01095890410959
1858	0	13	19.013698630136986	28.019178082191782
1007	0	30	22.016438356164382	30.02191780821918
425	0	1	5.005479452054795	13.01095890410959
477	0	17	6.005479452054795	14.01095890410959
2144	0	9	21.016438356164382	28.019178082191782
1152	0	9	2.0027397260273974	11.008219178082191
1394	0	13	7.005479452054795	15.01095890410959
287	0	26	11.008219178082191	19.013698630136986
1147	0	5	1.0027397260273974	9.008219178082191
860	0	5	7.005479452054795	15.01095890410959
1144	0	45	23.016438356164382	30.02191780821918
156	0	22	4.002739726027397	12.008219178082191
1521	0	22	10.008219178082191	17.013698630136986
1654	0	22	4.002739726027397	12.008219178082191
2028	0	22	5.005479452054795	13.01095890410959
284	0	26	11.008219178082191	20.013698630136986
2371	0	30	17.013698630136986	25.019178082191782
834	0	13	22.016438356164382	30.02191780821918
2465	0	26	10.008219178082191	17.013698630136986
254	0	45	17.013698630136986	24.016438356164382
2449	0	13	10.008219178082191	17.013698630136986
810	0	9	14.01095890410959	23.016438356164382
1173	0	22	6.005479452054795	14.01095890410959
295	0	17	13.01095890410959	20.013698630136986
1936	0	17	3.0027397260273974	11.008219178082191
578	0	5	7.005479452054795	15.01095890410959
1652	0	22	16.01095890410959	25.019178082191782
177	0	5	1.0027397260273974	9.008219178082191
191	0	1	18.013698630136986	25.019178082191782
1370	0	26	20.013698630136986	28.019178082191782
1723	0	1	15.01095890410959	22.016438356164382
896	0	5	13.01095890410959	21.016438356164382
446	0	13	21.016438356164382	29.02191780821918
2503	0	5	23.016438356164382	32.02191780821918
1911	0	45	17.013698630136986	26.019178082191782
1148	0	26	5.005479452054795	12.008219178082191
2487	0	26	8.005479452054795	15.01095890410959
1810	0	1	22.016438356164382	30.02191780821918
189	0	45	7.005479452054795	15.01095890410959
1664	0	26	4.002739726027397	12.008219178082191
1286	0	1	1.0027397260273974	10.008219178082191
1592	0	17	3.0027397260273974	12.008219178082191
2332	0	5	1.0027397260273974	9.008219178082191
737	0	26	19.013698630136986	26.019178082191782
783	0	5	16.01095890410959	24.016438356164382
950	0	9	21.016438356164382	29.02191780821918
1565	0	22	8.005479452054795	17.013698630136986
2220	0	5	16.01095890410959	24.016438356164382
2454	0	13	6.005479452054795	14.01095890410959
1711	0	5	3.0027397260273974	11.008219178082191
1267	0	22	20.013698630136986	27.019178082191782
301	0	45	10.008219178082191	19.013698630136986
1498	0	1	8.005479452054795	15.01095890410959
373	0	30	17.013698630136986	26.019178082191782
2451	0	9	17.013698630136986	24.016438356164382
1301	0	5	3.0027397260273974	12.008219178082191
718	0	13	0.0	8.005479452054795
2195	0	5	8.005479452054795	16.01095890410959
1544	0	17	14.01095890410959	22.016438356164382
212	0	9	12.008219178082191	20.013698630136986
471	0	9	1.0027397260273974	9.008219178082191
2472	0	17	14.01095890410959	22.016438356164382
466	0	45	12.008219178082191	19.013698630136986
2047	0	22	13.01095890410959	21.016438356164382
2173	0	22	9.008219178082191	17.013698630136986
2129	0	30	17.013698630136986	26.019178082191782
1833	0	30	9.008219178082191	16.01095890410959
2339	0	1	13.01095890410959	21.016438356164382
1009	0	17	22.016438356164382	31.02191780821918
2061	0	1	22.016438356164382	30.02191780821918
410	0	22	17.013698630136986	25.019178082191782
1971	0	22	11.008219178082191	20.013698630136986
961	0	13	13.01095890410959	20.013698630136986
1599	0	22	20.013698630136986	28.019178082191782
646	0	30	17.013698630136986	24.016438356164382
1646	0	9	14.01095890410959	21.016438356164382
456	0	13	23.016438356164382	31.02191780821918
386	0	17	2.0027397260273974	9.008219178082191
1406	0	9	8.005479452054795	16.01095890410959
679	0	13	21.016438356164382	29.02191780821918
549	0	30	23.016438356164382	31.02191780821918
1828	0	22	21.016438356164382	29.02191780821918
985	0	45	13.01095890410959	22.016438356164382
500	0	17	0.0	7.005479452054795
824	0	30	1.0027397260273974	10.008219178082191
2314	0	5	5.005479452054795	12.008219178082191
496	0	17	18.013698630136986	26.019178082191782
1380	0	13	6.005479452054795	13.01095890410959
1110	0	22	3.0027397260273974	12.008219178082191
1816	0	26	9.008219178082191	16.01095890410959
1771	0	30	8.005479452054795	15.01095890410959
1070	0	1	11.008219178082191	18.013698630136986
531	0	9	23.016438356164382	30.02191780821918
1012	0	45	22.016438356164382	29.02191780821918
882	0	30	20.013698630136986	29.02191780821918
1092	0	13	7.005479452054795	15.01095890410959
2223	0	26	19.013698630136986	26.019178082191782
1807	0	26	1.0027397260273974	9.008219178082191
2368	0	1	2.0027397260273974	9.008219178082191
